ncbi_id	Size	GC	Not_ACGT	seq_id_version	seq_desc	seq_type	seq_base	Release_Date	Species	Genus	Family	Sequence_Type	Nuc_Completeness	Genotype	Segment	Authors	Publications	Geo_Location	Host	Isolation_Source	Collection_Date	BioSample	GenBank_Title
GQ153539	29704	41.17	0	GQ153539.1	"Bat SARS coronavirus HKU3-4, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-4, complete genome"
GQ153540	29704	41.17	0	GQ153540.1	"Bat SARS coronavirus HKU3-5, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-5, complete genome"
GQ153541	29704	41.18	0	GQ153541.1	"Bat SARS coronavirus HKU3-6, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-6, complete genome"
GQ153542	29716	41.1	0	GQ153542.1	"Bat SARS coronavirus HKU3-7, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-7, complete genome"
GQ153543	29681	41.08	0	GQ153543.1	"Bat SARS coronavirus HKU3-8, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-8, complete genome"
GQ153544	29695	41.15	0	GQ153544.1	"Bat SARS coronavirus HKU3-9, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-9, complete genome"
GQ153545	29695	41.16	0	GQ153545.1	"Bat SARS coronavirus HKU3-10, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-10, complete genome"
GQ153546	29695	41.16	0	GQ153546.1	"Bat SARS coronavirus HKU3-11, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-11, complete genome"
GQ153547	29704	41.08	0	GQ153547.1	"Bat SARS coronavirus HKU3-12, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-12, complete genome"
GQ153548	29677	41.17	0	GQ153548.1	"Bat SARS coronavirus HKU3-13, complete genome"	linear	RNA	2010-04-05T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Li,K.S., Huang,Y., Shek,C.T., Tse,H., Wang,M., Choi,G.K., Xu,H., Lam,C.S., Guo,R., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Li,K.S.M., Choi,G.K.Y., Chan,K.-H., Zheng,B.-J., Woo,P.C.Y., Yuen,K.-Y."	20071579						"Bat SARS coronavirus HKU3-13, complete genome"
GQ427173	27770	38.26	1	GQ427173.1	"Turkey coronavirus strain TCoV/VA-74/03, complete genome"	linear	RNA	2009-09-23T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L."	20022075	USA	Meleagris gallopavo		2003		"Turkey coronavirus strain TCoV/VA-74/03, complete genome"
GQ427174	27650	38.1	14	GQ427174.1	"Turkey coronavirus strain TCoV/TX-GL/01, complete genome"	linear	RNA	2009-09-23T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L."	20022075	USA	Meleagris gallopavo		2001		"Turkey coronavirus strain TCoV/TX-GL/01, complete genome"
GQ427175	27690	38.11	8	GQ427175.1	"Turkey coronavirus strain TCoV/IN-517/94, complete genome"	linear	RNA	2009-09-23T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L."	20022075	USA	Meleagris gallopavo		1994		"Turkey coronavirus strain TCoV/IN-517/94, complete genome"
GQ427176	27804	38.21	3	GQ427176.1	"Turkey coronavirus strain TCoV/TX-1038/98, complete genome"	linear	RNA	2009-09-23T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Jackwood,M.W., Boynton,T.O., Hilt,D.A., McKinley,E.T., Kissinger,J.C., Paterson,A.H., Robertson,J., Lemke,C., McCall,A.W., Williams,S.M., Jackwood,J.W., Byrd,L.A., Byrd,L."	20022075	USA	Meleagris gallopavo		1998		"Turkey coronavirus strain TCoV/TX-1038/98, complete genome"
GQ477367	29363	37.72	0	GQ477367.1	"Canine coronavirus strain CCoV/NTU336/F/2008, complete genome"	linear	RNA	2010-01-17T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Chuang,H.C., Su,B.L., Chueh,L.L."		Taiwan	Canis lupus familiaris		2008-11		"Canine coronavirus strain CCoV/NTU336/F/2008, complete genome"
GQ504720	27652	38	0	GQ504720.1	"Infectious bronchitis virus strain Arkansas DPI, complete genome"	linear	RNA	2010-11-25T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T."	21909766	USA	Gallus gallus		1981		"Infectious bronchitis virus strain Arkansas DPI, complete genome"
GQ504721	27620	38.09	8	GQ504721.2	"Infectious bronchitis virus strain Arkansas Vaccine, complete genome"	linear	RNA	2010-11-25T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T."	21909766	USA	Gallus gallus		1981		"Infectious bronchitis virus strain Arkansas Vaccine, complete genome"
GQ504722	27648	38.17	21	GQ504722.1	"Infectious bronchitis virus strain Georgia 1998 pass8, complete genome"	linear	RNA	2010-11-25T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T."	21909766	USA	Gallus gallus		1998		"Infectious bronchitis virus strain Georgia 1998 pass8, complete genome"
GQ504723	27620	38.11	0	GQ504723.1	"Infectious bronchitis virus strain Georgia 1998 Vaccine, complete genome"	linear	RNA	2010-11-25T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T."	21909766	USA	Gallus gallus		1998		"Infectious bronchitis virus strain Georgia 1998 Vaccine, complete genome"
GQ504724	27475	37.84	1	GQ504724.1	"Infectious bronchitis virus strain Massachusetts, complete genome"	linear	RNA	2010-11-25T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T."	21909766	USA	Gallus gallus		1941		"Infectious bronchitis virus strain Massachusetts, complete genome"
GQ504725	27451	38.15	334	GQ504725.1	"Infectious bronchitis virus strain Mass41 Vaccine, complete genome"	linear	RNA	2010-11-25T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T."	21909766	USA	Gallus gallus		1941		"Infectious bronchitis virus strain Mass41 Vaccine, complete genome"
GU190215	29276	40.45	0	GU190215.1	"Bat coronavirus BM48-31/BGR/2008, complete genome"	linear	RNA	2010-08-25T00:00:00Z	Bat coronavirus BM48-31/BGR/2008		Coronaviridae	GenBank	complete			"Drexler,J.F., Gloza-Rausch,F., Glende,J., Corman,V.M., Muth,D., Goettsche,M., Seebens,A., Niedrig,M., Pfefferle,S., Yordanov,S., Zhelyazkov,L., Hermanns,U., Vallo,P., Lukashev,A., Muller,M.A., Deng,H., Herrler,G., Drosten,C."	20686038	Bulgaria	Rhinolophus blasii		2008		"Bat coronavirus BM48-31/BGR/2008, complete genome"
GU393331	27663	38.18	0	GU393331.1	"Infectious bronchitis virus serotype Cal56b, complete genome"	linear	RNA	2011-08-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Cal56b		"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W."	21994806	USA	Gallus gallus		1991		"Infectious bronchitis virus serotype Cal56b, complete genome"
GU393332	27591	38.08	0	GU393332.1	"Infectious bronchitis virus serotype Delaware 072, complete genome"	linear	RNA	2011-08-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Delaware 072		"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W."	21994806	USA	Gallus gallus		1992		"Infectious bronchitis virus serotype Delaware 072, complete genome"
GU393333	27616	38.15	0	GU393333.1	"Infectious bronchitis virus serotype FL18288, complete genome"	linear	RNA	2011-08-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	FL18288		"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W."	21994806	USA	Gallus gallus		1971		"Infectious bronchitis virus serotype FL18288, complete genome"
GU393334	27622	38.14	0	GU393334.1	"Infectious bronchitis virus serotype Gray, complete genome"	linear	RNA	2011-08-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Gray		"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W."	21994806	USA	Gallus gallus		1960		"Infectious bronchitis virus serotype Gray, complete genome"
GU393335	27632	38.19	0	GU393335.1	"Infectious bronchitis virus serotype H120, complete genome"	linear	RNA	2011-08-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	H120		"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W."	21994806	Netherlands	Gallus gallus		1960		"Infectious bronchitis virus serotype H120, complete genome"
GU393336	27247	38.04	0	GU393336.1	"Infectious bronchitis virus serotype Holte, complete genome"	linear	RNA	2011-08-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Holte		"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W."	21994806	USA	Gallus gallus		1954		"Infectious bronchitis virus serotype Holte, complete genome"
GU393337	27663	38	0	GU393337.1	"Infectious bronchitis virus serotype Iowa 97, complete genome"	linear	RNA	2011-08-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	Iowa 97		"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W."	21994806	USA	Gallus gallus		1956		"Infectious bronchitis virus serotype Iowa 97, complete genome"
GU393338	27515	38.19	0	GU393338.1	"Infectious bronchitis virus serotype JMK, complete genome"	linear	RNA	2011-08-26T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete	JMK		"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W."	21994806	USA	Gallus gallus		1964		"Infectious bronchitis virus serotype JMK, complete genome"
GU553361	29264	38.7	2	GU553361.1	"Feline coronavirus UU22 isolate TCVSP-ROTTIER-00022, complete genome"	linear	RNA	2010-02-08T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands	Feliformia		9/13/2007		"Feline coronavirus UU22 isolate TCVSP-ROTTIER-00022, complete genome"
GU553362	29264	38.74	0	GU553362.1	"Feline coronavirus UU23 isolate TCVSP-ROTTIER-00023, complete genome"	linear	RNA	2010-02-08T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands	Feliformia		9/13/2007		"Feline coronavirus UU23 isolate TCVSP-ROTTIER-00023, complete genome"
GU553363	29644	40.8	0	GU553363.1	"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00001, complete genome"	linear	RNA	2010-02-08T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K."		China: Hong Kong	Homo sapiens		6/7/2003		"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00001, complete genome"
GU553364	29644	40.8	0	GU553364.1	"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00002, complete genome"	linear	RNA	2010-02-08T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K."		China: Hong Kong	Homo sapiens		6/7/2003		"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00002, complete genome"
GU553365	29644	40.79	1	GU553365.1	"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00003, complete genome"	linear	RNA	2010-02-08T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Hine,E., Overton,L., Tsitrin,T., Katzel,D., Sarmiento,M., Sitz,J., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Poon,L., Harrod,K."		USA	Chlorocebus aethiops	lung	12/5/2007		"SARS coronavirus HKU-39849 isolate TCVSP-HARROD-00003, complete genome"
GU593319	31147	41.76	0	GU593319.1	"Murine hepatitis virus strain S, complete genome"	linear	RNA	2010-06-16T00:00:00Z	Murine coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Koetzner,C.A., Kuo,L., Goebel,S.J., Dean,A.B., Parker,M.M., Masters,P.S."	20519394	USA	Mus musculus				"Murine hepatitis virus strain S, complete genome"
GU937797	27994	41.99	0	GU937797.1	"Porcine epidemic diarrhea virus isolate SM98, complete genome"	linear	RNA	2011-03-27T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Cha,S.-H., Kim,I.-J., Pyo,H.-M., Hyun,B.-H."							"Porcine epidemic diarrhea virus isolate SM98, complete genome"
HM034837	29862	32.04	0	HM034837.1	"Human coronavirus HKU1 isolate Caen1, complete genome"	linear	RNA	2010-09-15T00:00:00Z	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	GenBank	complete			"Pyrc,K., Sims,A.C., Dijkman,R., Jebbink,M., Long,C., Deming,D., Donaldson,E., Vabret,A., Baric,R., van der Hoek,L., Pickles,R."	20719951	France	Homo sapiens	oronasopharynx	3/4/2005		"Human coronavirus HKU1 isolate Caen1, complete genome"
HM211098	29136	42.67	0	HM211098.1	"Bat coronavirus HKU9-5-1, complete genome"	linear	RNA	2010-08-30T00:00:00Z	Rousettus bat coronavirus HKU9	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S."	20702646	China: Guangdong province	Chiroptera		12/11/2005		"Bat coronavirus HKU9-5-1, complete genome"
HM211099	29112	41.11	0	HM211099.1	"Bat coronavirus HKU9-5-2, complete genome"	linear	RNA	2010-08-30T00:00:00Z	Rousettus bat coronavirus HKU9	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S."	20702646	China: Guangdong province	Chiroptera		12/11/2005		"Bat coronavirus HKU9-5-2, complete genome"
HM211100	29136	42.68	0	HM211100.1	"Bat coronavirus HKU9-10-1, complete genome"	linear	RNA	2010-08-30T00:00:00Z	Rousettus bat coronavirus HKU9	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S."	20702646	China: Guangdong province	Chiroptera		4/10/2006		"Bat coronavirus HKU9-10-1, complete genome"
HM211101	29122	41.01	0	HM211101.1	"Bat coronavirus HKU9-10-2, complete genome"	linear	RNA	2010-08-30T00:00:00Z	Rousettus bat coronavirus HKU9	Betacoronavirus	Coronaviridae	GenBank	complete			"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S."	20702646	China: Guangdong province	Chiroptera		4/10/2006		"Bat coronavirus HKU9-10-2, complete genome"
HM245923	27675	38.15	0	HM245923.1	"Infectious bronchitis virus isolate DY07, complete genome"	linear	RNA	2010-06-15T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Li,L., Xue,C., Kong,Q., Bi,Y., Cao,Y."		China	Gallus gallus		2007		"Infectious bronchitis virus isolate DY07, complete genome"
HM245924	27709	38.2	0	HM245924.1	"Infectious bronchitis virus isolate CQ04-1, complete genome"	linear	RNA	2010-06-15T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Li,L., Xue,C., Kong,Q., Bi,Y., Cao,Y."		China	Gallus gallus		2004		"Infectious bronchitis virus isolate CQ04-1, complete genome"
HM245925	28941	37.47	1	HM245925.1	"Mink coronavirus strain WD1127, complete genome"	linear	RNA	2010-06-21T00:00:00Z	Mink coronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Vlasova,A.N., Halpin,R., Wang,S., Ghedin,E., Spiro,D.J., Saif,L.J., Spiro,D., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Resnick,A., Thovarai,V., Kim,M., Vlasova,A., Saif,L."	21346029	USA: Wisconsin	Neovison vison		1/1/1998		"Mink coronavirus strain WD1127, complete genome"
HM245926	28915	37.58	0	HM245926.1	"Mink coronavirus strain WD1133, complete genome"	linear	RNA	2010-06-21T00:00:00Z	Alphacoronavirus 2	Alphacoronavirus	Coronaviridae	GenBank	complete			"Vlasova,A.N., Halpin,R., Wang,S., Ghedin,E., Spiro,D.J., Saif,L.J., Spiro,D., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Resnick,A., Thovarai,V., Kim,M., Vlasova,A., Saif,L."	21346029	USA: Minnesota	Neovison vison		1/1/1998		"Mink coronavirus strain WD1133, complete genome"
HM776941	28580	37.6	0	HM776941.1	"Transmissible gastroenteritis virus isolate AYU, complete genome"	linear	RNA	2011-08-22T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Hou,Y., Yue,X., Cai,X., Wang,S., Liu,Y., Yuan,C., Cui,L., Hua,X., Yang,Z., Xing,R."	23043168	China	Sus scrofa	"feces, abdominal cavity"	2009		"Transmissible gastroenteritis virus isolate AYU, complete genome"
HQ012367	29202	38.7	5	HQ012367.1	"Feline coronavirus UU17, complete genome"	linear	RNA	2010-08-14T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands: Utrecht	Feliformia		7/17/2007		"Feline coronavirus UU17, complete genome"
HQ012368	29252	38.51	30	HQ012368.1	"Feline coronavirus UU18, complete genome"	linear	RNA	2010-08-14T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands: Utrecht	Feliformia		7/24/2007		"Feline coronavirus UU18, complete genome"
HQ012369	28429	38.62	2	HQ012369.1	"Feline coronavirus UU21, complete genome"	linear	RNA	2010-08-14T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands	Feliformia		9/11/2007		"Feline coronavirus UU21, complete genome"
